conflict_intensity,political_instability,gdp_per_capita_log,food_insecurity_score,climate_disaster_risk,governance_index,human_rights_score,unemployment_rate,prior_year_displaced,neighboring_conflict,population_millions,high_displacement
3.5367665723356585,4.0875435210312245,8.990755829316685,5.779762704646922,2.713664218352821,4.926117627065003,3.0131678409950746,9.520228385108343,21977.676215438863,0,1.2709514169607974,0
2.485580660782393,0.4062935717394039,8.796134571538872,5.987306830987002,3.5628233450294005,5.013139070174681,7.235379316347182,13.449723543824998,8723.714704934871,1,16.42713475388876,1
4.159590873381714,4.384009709406228,5.162056145834836,2.1158866528399867,7.007818607328326,5.621691011030551,8.147920669206442,7.111626635209194,98590.32503482031,1,19.630611165496738,1
1.5996757580999197,4.43526823896116,8.840700743040173,3.281772002221424,0.8915751525109012,1.620729091105936,2.4399091146956273,16.48935219393541,24379.031680638105,0,49.567262134878554,0
5.502830780616322,0.3593019546574924,8.630096141960783,1.7272786297050169,3.1503789964909816,3.846029464905805,0.8129498886855022,6.426347256788237,200647.94264607588,0,15.625793858962387,0
1.1094528759339801,2.5996915860043184,9.3254002957314,5.309741175220891,4.019490751871647,7.155307925810772,3.8002532184386717,15.26918950054117,114983.44198873927,1,6.03863222047481,0
5.098966417920571,2.884957018176471,7.957776691633716,6.129984831118338,2.1298983171788777,4.8662513919103025,1.434307239771139,14.614736957538472,10833.893669730553,1,1.2263100734683305,1
1.7727037947274455,2.0906870283677965,8.835288586714583,0.7360904559987101,5.734157220586368,2.750243389217507,4.660862197538834,8.18495775259049,35172.21798403277,0,43.24829993951347,0
1.9829047191334443,1.8510293303371548,9.334363281293324,6.42237105116174,6.902683343607973,3.6315828503518173,5.254241378916321,25.407227733039967,46040.564004475156,0,13.034657445319905,1
3.7623678821354996,0.7187748488844417,8.259936697403969,1.3684124074292405,3.2409939585387364,3.6154350612285633,5.520942097135508,14.894454344845835,85452.00278704065,0,26.73652582645172,0
5.434668040445326,3.477245645641516,9.513805903345421,2.4935704351798744,0.638108271336864,4.922154091639814,2.4032203351045607,6.20045818490568,108421.39778191519,1,0.29515419772787255,1
0.8476376294265022,0.09063576455491072,8.605187398697266,0.9975034972737182,0.6103020406136888,3.331590066471067,1.2161746241758697,11.864570307145566,48910.703267294055,0,13.394040481782351,0
3.579287927839609,2.707572855994038,8.73498824847265,3.878541344290507,2.955920318460202,7.846123218017503,0.2533614877851998,6.303047655786786,1788.3128964030143,1,7.882274287997296,0
2.733207739503824,2.061700110820898,4.115936801414499,1.3879874234983614,3.2980817511803333,5.416410217337675,1.1240664591884313,14.232971790150309,32819.20978800056,0,0.6160156794780052,0
1.3437614109485028,2.3538928965900956,6.784169072761713,2.4580084129171373,5.222838648215491,2.2089706272542395,7.996737771212686,16.618950003993508,108055.81136266964,1,29.892992203483054,1
3.5325485000480756,3.7027859563450845,6.788251276510526,2.6875093992549868,2.7416139224498712,8.072281403787553,6.424222554862228,5.890873511731422,62603.84064294535,0,14.38578463021348,0
1.32790121432758,2.074405177870787,8.824498326849504,0.5370853867967555,2.2112130237957324,4.908433768079432,5.2329572930919035,2.388752487503175,102065.66410162377,0,8.104709979141191,0
3.2643436842516804,3.3200075489313625,10.407497849944749,4.0018265194720595,3.0060854526121568,6.0119861331359745,0.6219142972117562,1.883445834320106,56055.13406615764,0,32.77717832586768,0
1.6581040125854591,2.4355644163812604,8.322377342925808,0.3566092899611694,2.4637383246602815,5.613482618752189,3.694716869186942,21.10327856327268,2251.6993873337588,0,11.84517727244038,0
2.07734214505591,1.8292874408417037,9.772447268957302,2.2964364921464426,1.6908729484905385,5.834844062499213,3.010708774245319,12.161872878015679,172111.37021376682,0,0.1,0
2.6340848808284782,2.6544838867192206,9.472378984488804,4.581278268510607,6.494376866608461,4.312981941799887,2.2878245950703793,11.982969315383695,125063.10808958195,0,57.80858272464258,1
3.9001433036648914,3.712972710645472,8.709840135205477,5.006679680821188,3.0498066926594443,5.661525786516824,4.407963669356344,8.884156076258497,6766.91062061594,0,5.905758218645411,1
1.5364547000727538,3.393430997282359,9.360965051247517,2.3398621372409076,0.6831036771922538,4.701526770336561,6.819331989679386,6.553491384336377,5978.109004744038,0,35.5069601869573,0
3.0550235119832063,0.16108664847518073,8.868915578247757,1.2883826948376964,2.495320913881132,5.724209553314573,7.384879173923879,2.7347175447955925,38726.37667578511,0,33.9015919119754,0
2.03313881265596,3.700401819965376,8.286579254810833,3.5572286426275457,4.5878289434490105,4.6285457377657,8.029190764068291,22.002214785094303,70745.15266167006,0,3.54366993785694,1
1.8387687608823067,3.093305217887315,9.086620524499802,4.114914405606225,3.3073676097900377,4.419916624661074,2.640899037920124,4.725210199939974,24077.356951348276,0,12.849183272478285,0
3.6782408723548077,0.34376929980175935,10.669947114702595,4.294343526838425,1.4569683182809667,2.075934381819866,2.6767858709190957,13.649779455720815,7331.246347286901,0,0.8205857054552445,0
2.0209676646387695,4.080696401915166,9.209123460213544,2.9645654974168667,6.487645539493529,4.989591131596657,4.84984403308113,13.831402650113422,35724.27139155711,0,8.756202457001107,1
1.8633950452881944,2.869105045830586,8.82695668005799,5.15778208182693,3.9456726139368543,5.449227333113307,4.584398692892884,8.388164727022613,20591.727717999223,0,26.259305065788286,0
2.8352029975398914,6.273568756267823,7.183824128245778,2.4861329364519182,1.002018443961966,8.6977481109645,4.693856700207178,5.7002185957550395,21675.636204692568,0,5.4117660096057385,0
1.0039930306621214,1.3000318586576287,10.623812723896913,2.5411306430671976,0.6880964771327893,5.958732013276649,1.8774206945362026,13.02525488641618,51779.837452096355,0,2.491499416048965,0
2.0772938916523405,3.6834962922318115,6.389427203501581,2.4879816255693146,1.4350207516487687,3.5506355151801494,2.7887927525203393,7.133760124218739,108406.2500001698,0,14.149934935266488,0
3.096377073595142,2.0681781732201703,5.940905379102848,3.789268700209647,0.1795659664263365,2.9706447494205395,4.878094741436413,4.812280427606617,40889.252571647456,0,15.39997635855859,0
0.443858001226034,5.017603426553671,9.057191032476265,2.842625147040538,5.969149491145994,5.534875760010256,3.997330150214803,5.681032539021671,58173.94491378257,0,22.529678255556792,0
1.2457921344554526,2.5704534872496767,7.178859713327919,6.168429779580645,2.29355733104941,3.510104681287112,5.682218712379983,8.046491211714258,53932.68831168712,0,28.470601447847827,1
2.110033201581863,6.041340990775811,10.133648504271166,5.765942672036395,0.7818343866634525,3.8630463397190358,5.878080213824016,2.7880775447149553,40052.90200764509,1,23.802024637575197,1
3.581887554246956,0.7846811578243269,5.974441561951025,3.2961185354369293,2.4446107408280078,3.5037477681015154,1.5144699727872846,1.3427745118415602,18608.152359335043,0,37.33986225850414,0
6.522422663601021,2.9559458383927883,9.94270970876593,0.683184542098329,0.5432268835864312,4.342826439402959,1.9940934593305195,2.078028063015292,23724.217427425723,0,5.0438911054051205,0
1.6226602605678067,3.6847770164693943,9.731472902106852,6.212387612730127,4.594692784964668,6.472244664753251,2.5284246546103666,10.639424100329801,18968.220597652085,0,16.868555334167848,0
0.694242954698856,3.9310715634519817,8.677023946161858,4.426474967935793,3.703742704791675,1.0203244137476237,4.0604511685534055,1.3074967604277834,124746.6956481444,1,8.928722194004848,1
0.76848080809821,5.29186384271065,5.350642536129536,0.9240169564014904,3.8973973632616783,7.589299848641383,1.8285496042577178,1.5251824554735092,87613.09467517315,0,65.46260524633558,0
1.744335165862888,3.0996582592299404,5.915045319521096,4.780024391194874,2.657279655068279,4.591727645020477,1.4758221829841243,18.69767814714404,43297.39497771272,1,11.606355376485881,0
5.434537469656785,0.567761306426929,8.859902916587389,0.6885574411565323,3.320283101635148,3.7318353042279924,4.399012123699116,5.601519976682129,121659.45072758257,1,64.23499210267447,0
0.6165391344667323,1.5550031250253407,8.15081199942183,0.8932851817264607,2.006381576218019,6.77552051134928,3.4718186252023853,10.553739803200852,108757.41499065793,1,29.312436511273052,0
2.3568650663126416,0.949941831727461,9.590995427354505,2.6254957922693705,4.0324861283910165,4.587499781106495,6.820152410072722,17.444628083452592,131342.68471681644,1,25.349889266635955,0
3.132941266752032,6.594625321905624,8.397675562403144,8.667399989918335,4.0047863920848235,2.9062876400871906,1.150035510295945,6.4246657914078655,12536.906282328702,0,13.528307303833722,1
1.5258331470398612,2.3492957049674605,8.267229051621499,1.673521251409915,2.787834502516798,1.956332855098628,7.888080272383138,17.160953994998945,63204.37407999934,0,11.717382923537551,0
3.8688633601837825,2.024783509487901,4.8605236398119,6.142109399992776,5.371304944986399,6.390889472785107,1.8771674700120577,10.686216020786542,46981.102624849605,1,14.954102806341448,1
4.845897602554896,3.4119850118462987,9.733648467658927,5.222746140852622,4.5758562113333285,6.519474922116427,5.337545418303646,13.567051929002233,66181.12364689533,1,6.95240871221494,1
0.9593877797328496,3.712930873250693,7.526280722861639,1.6218685834206603,0.900272487836766,4.173903022330349,8.124698931072617,20.039782363612304,15284.113002383274,0,46.97466237981107,0
3.6622415848336294,2.579043518687058,7.902691114421165,3.810402010753353,0.9506270507950181,7.642649722759947,2.709714844733268,7.407873351423198,59340.885147188616,0,31.629710448589464,0
2.9837284269070246,3.2843642335088177,6.895331435336274,6.320315583699384,0.6415992727419861,5.071661888828654,6.14630370840978,14.688605952946382,26367.106610115276,1,32.328833061853594,1
2.2376636652142783,4.197319573933808,6.189383404074478,4.322286334631826,1.361508441328605,7.656009771542962,2.5046750323988114,0.6278361813907303,89816.0316688916,0,11.353338067946272,0
1.642916485213648,1.3084133584036515,10.708206742247679,1.0337844821327027,3.33438237239588,3.08526473656768,4.240384757424882,1.4542531039915598,79326.54591456328,0,1.474845819570885,0
4.613858274628867,3.2750574850149805,9.693231542432333,0.6694212833961533,7.313199459877719,2.8404077082341854,5.053505776244914,14.2649984034756,11872.11532925966,0,22.981948799695328,1
0.9832146075036968,3.090666018759184,9.717993363031198,5.1240633081692675,2.7243865256532507,3.972701392637986,5.97725082119513,7.969109825452993,10158.179119754595,0,9.381316069921347,0
1.7924751298341701,4.432956418443808,8.175234072850948,1.992747627666189,3.0174661354756864,4.200871261879924,0.8645070102495668,11.052845989554129,63244.8658661235,0,40.87072829577056,0
3.4301873259799724,4.519539718395333,5.893116331051308,3.2290785683516465,3.7509329809564838,7.302173720624021,2.1501299733540313,4.630542533687869,39978.17875399235,1,30.31334547410987,1
2.746698380360602,1.7662501625710236,11.653067133756709,2.142277741056151,3.3944671801347575,5.586686180091148,0.9310060218706937,13.866832411321754,40732.52133302622,0,3.1407535102636692,0
4.432945779277498,0.6628959192412616,9.133437446895094,2.401980507735683,1.3787377704225101,3.4815146361469522,3.5955091096017133,20.610269827049223,69820.3305928584,1,18.41178567542152,0
1.3272443189522465,2.6605658936168606,8.705183800115494,2.446350935062508,1.8184198542101915,5.0223178232471435,8.891924953040512,9.503411116876444,96541.0064704707,1,23.567006040580445,1
4.006430877209991,3.50135842218205,7.961300466554383,1.7130900481962827,3.626036608348393,4.143896431702834,7.449949194898867,11.193610695865248,13653.72427316508,1,16.79296426553193,1
3.225960385009868,5.160959312188699,5.433165620593577,4.214276447616472,1.9358856223012053,3.392483771339972,3.5173969184692995,11.13624602980919,40544.70985718806,1,14.432668821198183,1
2.9236182551319763,1.097055673936324,10.212338098415083,4.710484661650829,2.004031340674209,4.8405164702046735,1.8193695393366944,5.3425935805398,88291.34503881806,0,5.1718676140510205,0
1.1357697325263676,0.6263991629038377,6.913444739646616,1.7185189402144054,1.8788662957217293,4.618287779015862,8.286284234740032,8.286840604982128,103097.44025936705,0,5.3813113172551885,0
3.4155895722546274,1.3255741096760387,9.319853744293384,1.816574490815993,3.8866414315792963,3.4686427640315163,8.200337769048115,2.679906351793479,16942.41003317806,1,29.221059765739916,1
1.6999587395941758,0.5832776626883096,9.656250941685347,5.526645797688852,0.9559349036591693,3.4472719570748898,3.100132913742903,25.069283229577685,5499.329785224398,0,0.37733293475011137,0
8.014732049023443,3.2540251244543543,9.001236432809733,1.6142412037812413,1.8315480465298517,6.6291931531795765,1.7022475991780597,14.701897387518583,13251.903296596956,0,30.18371408330374,1
1.3177062408757454,2.8860452011995315,9.204960310497826,4.038510162454073,6.74337717951624,5.846831710850357,3.6541473897294416,13.971342626981011,145477.28300940295,0,14.964689536916765,0
1.2549965919150206,3.5318268862041564,10.519179627847446,6.012188402057985,4.017043603350446,6.887337459213929,1.3301259713926497,11.3224987340082,31039.438769301974,0,55.04714409463017,0
